44.360000	30.486180	35.024344
44.360200	31.135681	34.862599
44.360400	30.648593	34.539036
44.360600	31.297994	34.377218
44.360800	30.973343	33.243805
44.361000	30.973343	33.891617
44.361200	31.135681	33.729701
44.361400	30.973343	33.405795
44.361600	30.810981	33.567760
44.361800	30.973343	33.891617
44.362000	30.648593	33.729701
44.362200	31.460281	32.757687
44.362400	30.973343	32.919751
44.362600	30.486180	32.595598
44.362800	31.460281	34.700830
44.363000	30.973343	34.053509
44.363200	30.323743	34.053509
44.363400	30.973343	33.567760
44.363600	30.810981	33.729701
44.363800	31.135681	34.053509
44.364000	31.135681	35.024344
44.364200	30.973343	33.405795
44.364400	31.784782	34.377218
44.364600	31.135681	33.891617
44.364800	31.135681	33.405795
44.365000	30.973343	34.215376
44.365200	30.648593	33.891617
44.365400	31.622544	33.567760
44.365600	31.297994	33.729701
44.365800	30.810981	34.215376
44.366000	31.297994	33.891617
44.366200	31.622544	33.243805
44.366400	31.135681	33.081791
44.366600	30.973343	34.215376
44.366800	31.297994	33.567760
44.367000	30.973343	33.405795
44.367200	30.973343	34.215376
44.367400	30.648593	34.377218
44.367600	30.973343	33.405795
44.367800	31.135681	33.891617
44.368000	30.486180	34.215376
44.368200	30.648593	33.729701
44.368400	30.648593	33.891617
44.368600	30.810981	33.729701
44.368800	30.648593	34.053509
44.369000	30.486180	33.891617
44.369200	30.648593	33.243805
44.369400	31.297994	33.243805
44.369600	30.810981	33.891617
44.369800	31.135681	34.215376
44.370000	31.460281	33.567760
44.370200	31.135681	33.729701
44.370400	30.648593	34.215376
44.370600	30.486180	34.053509
44.370800	30.810981	33.405795
44.371000	31.135681	34.215376
44.371200	30.810981	33.729701
44.371400	30.973343	33.567760
44.371600	31.622544	34.053509
44.371800	31.297994	33.729701
44.372000	30.810981	33.891617
44.372200	30.810981	34.053509
44.372400	30.973343	34.539036
44.372600	30.810981	33.567760
44.372800	31.460281	33.567760
44.373000	31.460281	33.567760
44.373200	31.135681	33.405795
44.373400	30.810981	33.567760
44.373600	30.810981	33.891617
44.373800	30.810981	34.377218
44.374000	30.973343	34.539036
44.374200	30.648593	35.347761
44.374400	30.810981	34.862599
44.374600	31.135681	33.567760
44.374800	31.297994	33.243805
44.375000	30.648593	32.919751
44.375200	30.161280	33.729701
44.375400	30.810981	33.567760
44.375600	30.810981	33.567760
44.375800	31.297994	34.215376
44.376000	31.135681	33.243805
44.376200	30.161280	33.243805
44.376400	30.486180	32.271346
44.376600	30.486180	33.405795
44.376800	31.460281	32.919751
44.377000	30.486180	33.729701
44.377200	31.460281	34.539036
44.377400	31.460281	34.053509
44.377600	31.135681	32.919751
44.377800	30.973343	33.567760
44.378000	31.460281	33.243805
44.378200	31.460281	33.567760
44.378400	31.135681	33.891617
44.378600	31.460281	34.215376
44.378800	31.460281	33.567760
44.379000	31.622544	33.567760
44.379200	30.973343	33.729701
44.379400	30.973343	33.891617
44.379600	31.297994	33.243805
44.379800	31.135681	33.729701
44.380000	30.973343	34.053509
44.380200	31.297994	33.243805
44.380400	31.135681	34.215376
44.380600	30.973343	34.539036
44.380800	30.810981	33.243805
44.381000	30.648593	34.215376
44.381200	30.810981	34.700830
44.381400	31.622544	33.729701
44.381600	30.486180	33.567760
44.381800	31.297994	34.377218
44.382000	30.486180	34.377218
44.382200	31.135681	32.433485
