0.000000	23.618865	25.415567	22.801212
0.000500	23.618865	25.905062	22.964791
0.001000	23.618865	25.905062	22.964791
0.001500	23.291876	25.252353	23.455383
0.002000	23.128346	25.578757	22.964791
0.002500	22.637610	25.252353	23.618865
0.003000	22.964791	25.415567	23.291876
0.003500	23.618865	25.578757	23.945758
0.004000	23.455383	25.252353	23.291876
0.004500	23.618865	25.578757	22.801212
0.005000	22.964791	24.762563	22.964791
0.005500	23.291876	25.578757	23.291876
0.006000	22.964791	25.415567	23.128346
0.006500	23.128346	25.252353	22.310333
0.007000	23.618865	25.741921	23.291876
0.007500	22.801212	25.741921	23.128346
0.008000	23.128346	25.741921	23.291876
0.008500	22.637610	25.741921	22.964791
0.009000	23.618865	25.415567	23.128346
0.009500	22.964791	25.252353	22.964791
0.010000	23.128346	24.599251	22.801212
0.010500	22.964791	25.578757	22.801212
0.011000	23.455383	25.415567	23.455383
0.011500	23.128346	25.089114	23.291876
0.012000	23.455383	25.415567	22.964791
0.012500	23.782324	25.089114	23.291876
0.013000	22.801212	25.252353	23.455383
0.013500	23.128346	25.741921	22.964791
0.014000	23.291876	25.741921	23.455383
0.014500	23.128346	25.089114	23.291876
0.015000	22.964791	26.068177	23.455383
0.015500	23.128346	25.415567	22.637610
0.016000	22.964791	25.415567	22.964791
0.016500	23.455383	25.741921	23.291876
0.017000	23.782324	25.578757	22.964791
0.017500	23.455383	25.415567	23.291876
0.018000	22.801212	25.089114	22.473984
0.018500	23.455383	25.905062	23.128346
0.019000	23.618865	25.252353	22.473984
0.019500	23.128346	25.741921	23.618865
0.020000	23.618865	25.415567	23.291876
0.020500	23.618865	25.578757	23.128346
0.021000	22.964791	25.415567	23.291876
0.021500	22.964791	25.415567	22.964791
0.022000	22.964791	25.252353	23.455383
0.022500	23.128346	25.415567	22.964791
0.023000	24.109168	25.415567	23.128346
0.023500	22.964791	24.925851	22.964791
0.024000	23.291876	25.252353	23.128346
0.024500	22.964791	25.578757	22.964791
0.025000	23.782324	25.089114	22.964791
0.025500	23.455383	25.905062	23.455383
0.026000	23.618865	25.415567	23.291876
0.026500	23.455383	25.905062	23.455383
0.027000	23.618865	25.415567	22.637610
0.027500	23.945758	25.089114	22.964791
0.028000	23.291876	25.415567	22.473984
0.028500	23.455383	26.068177	22.637610
0.029000	23.291876	24.925851	23.291876
0.029500	23.945758	25.252353	22.637610
0.030000	23.291876	25.252353	22.964791
0.030500	23.618865	25.252353	22.964791
0.031000	22.964791	25.905062	23.291876
0.031500	23.782324	25.578757	22.637610
0.032000	24.272553	25.741921	23.455383
0.032500	23.455383	25.089114	23.128346
0.033000	23.455383	25.905062	23.455383
0.033500	23.128346	26.068177	22.801212
0.034000	23.128346	25.415567	23.455383
0.034500	23.455383	25.415567	23.291876
0.035000	22.637610	25.089114	22.801212
0.035500	23.618865	25.252353	23.782324
0.036000	22.964791	25.252353	22.964791
0.036500	22.964791	24.925851	22.964791
0.037000	23.291876	25.089114	22.801212
0.037500	22.801212	25.252353	23.128346
0.038000	23.291876	25.741921	23.455383
0.038500	23.291876	24.925851	22.637610
0.039000	22.964791	25.252353	23.945758
0.039500	23.291876	25.415567	22.964791
0.040000	22.964791	25.252353	23.945758
0.040500	22.964791	25.578757	23.128346
0.041000	22.964791	25.578757	23.128346
0.041500	23.455383	25.741921	23.128346
0.042000	23.128346	25.905062	23.291876
0.042500	23.128346	26.068177	23.291876
0.043000	23.618865	25.415567	22.964791
0.043500	23.455383	25.415567	23.618865
0.044000	23.782324	25.578757	22.964791
0.044500	22.637610	25.578757	23.291876
0.045000	23.128346	25.578757	23.455383
0.045500	23.618865	25.252353	23.455383
0.046000	23.455383	25.089114	23.455383
0.046500	23.455383	25.905062	23.128346
0.047000	23.291876	25.252353	23.455383
0.047500	22.637610	25.741921	22.146660
0.048000	23.128346	25.578757	23.291876
0.048500	22.473984	25.415567	23.455383
0.049000	22.473984	25.578757	23.455383
0.049500	23.291876	25.415567	23.128346
0.050000	22.964791	25.741921	23.455383
0.050500	23.291876	25.415567	23.128346
0.051000	23.128346	25.089114	23.455383
0.051500	23.618865	25.415567	23.945758
0.052000	23.291876	24.925851	23.128346
0.052500	23.291876	25.741921	23.455383
0.053000	22.637610	25.741921	23.455383
0.053500	23.128346	25.905062	23.455383
0.054000	23.455383	25.252353	23.291876
0.054500	23.291876	25.415567	23.128346
0.055000	23.291876	25.741921	23.291876
0.055500	23.455383	25.415567	22.964791
0.056000	23.618865	25.252353	22.801212
0.056500	23.128346	25.415567	22.964791
0.057000	22.964791	25.578757	22.637610
0.057500	23.618865	25.252353	23.128346
0.058000	23.455383	25.905062	22.473984
0.058500	23.128346	25.415567	23.291876
0.059000	23.128346	25.415567	22.801212
0.059500	22.964791	25.905062	23.291876
0.060000	23.128346	24.925851	22.310333
0.060500	23.128346	25.252353	23.782324
0.061000	23.618865	25.415567	23.455383
0.061500	23.455383	25.415567	22.964791
0.062000	22.964791	24.925851	23.291876
0.062500	23.618865	25.252353	22.964791
0.063000	23.455383	25.252353	22.801212
0.063500	23.455383	24.762563	23.618865
0.064000	23.291876	25.252353	23.291876
0.064500	23.128346	25.741921	22.964791
0.065000	23.455383	25.415567	23.291876
0.065500	23.455383	25.252353	23.455383
0.066000	23.291876	25.415567	23.455383
0.066500	23.291876	25.741921	23.291876
0.067000	23.618865	25.252353	23.128346
0.067500	23.291876	26.068177	23.291876
0.068000	23.128346	25.415567	23.128346
0.068500	22.637610	25.415567	23.128346
0.069000	22.964791	25.252353	22.964791
0.069500	23.455383	25.578757	23.455383
0.070000	22.964791	25.578757	23.291876
0.070500	22.801212	25.415567	23.128346
0.071000	22.964791	25.578757	23.291876
0.071500	22.964791	25.415567	22.801212
0.072000	23.455383	25.741921	23.455383
0.072500	23.128346	25.415567	23.128346
0.073000	23.455383	25.741921	23.291876
0.073500	23.455383	25.578757	22.801212
0.074000	22.964791	25.415567	23.128346
0.074500	23.782324	25.415567	23.128346
0.075000	22.964791	25.252353	22.964791
0.075500	23.291876	25.415567	22.964791
0.076000	23.128346	25.741921	22.473984
0.076500	23.455383	25.578757	23.291876
0.077000	23.618865	25.252353	23.455383
0.077500	23.128346	25.089114	22.964791
0.078000	23.291876	25.741921	22.801212
0.078500	23.291876	25.415567	23.455383
0.079000	23.128346	25.415567	22.964791
0.079500	23.128346	25.415567	22.964791
0.080000	23.291876	26.068177	23.291876
0.080500	23.128346	25.252353	23.128346
0.081000	23.455383	25.578757	23.455383
0.081500	23.291876	25.252353	22.964791
0.082000	22.964791	25.905062	22.964791
0.082500	23.128346	25.089114	23.291876
0.083000	23.291876	25.089114	22.801212
0.083500	23.455383	25.252353	23.618865
0.084000	22.964791	25.415567	22.801212
0.084500	23.618865	25.252353	22.964791
0.085000	22.964791	25.741921	22.801212
0.085500	22.964791	25.089114	23.128346
0.086000	23.128346	26.068177	23.128346
0.086500	22.801212	25.252353	22.473984
0.087000	23.128346	25.089114	22.801212
0.087500	22.801212	25.905062	23.128346
0.088000	23.128346	25.578757	23.782324
0.088500	23.455383	25.089114	22.146660
0.089000	23.455383	25.415567	23.128346
0.089500	22.637610	25.415567	22.637610
0.090000	23.455383	25.578757	23.455383
0.090500	23.618865	25.415567	23.455383
0.091000	23.128346	24.762563	23.128346
0.091500	23.618865	24.925851	23.291876
0.092000	23.455383	25.252353	22.473984
0.092500	23.455383	25.089114	23.945758
0.093000	22.964791	25.252353	23.128346
0.093500	23.291876	25.415567	23.128346
0.094000	23.455383	25.089114	22.964791
0.094500	23.455383	26.068177	22.637610
0.095000	23.618865	25.415567	23.128346
0.095500	23.291876	25.905062	23.291876
0.096000	23.291876	25.415567	23.782324
0.096500	23.455383	25.252353	23.455383
0.097000	24.109168	25.252353	23.128346
0.097500	22.964791	25.578757	23.128346
0.098000	23.455383	25.415567	23.291876
0.098500	23.128346	25.252353	23.455383
0.099000	23.455383	25.578757	22.964791
0.099500	23.291876	25.415567	22.637610
0.100000	23.291876	25.415567	23.945758
0.100500	23.782324	25.578757	23.128346
0.101000	22.964791	24.925851	22.637610
0.101500	22.637610	25.578757	23.291876
0.102000	22.964791	24.925851	23.291876
0.102500	23.455383	25.415567	22.964791
0.103000	23.455383	25.415567	22.964791
0.103500	23.782324	25.415567	22.801212
0.104000	23.782324	25.741921	23.291876
0.104500	23.782324	25.252353	22.801212
0.105000	23.782324	25.252353	23.782324
0.105500	23.291876	25.741921	23.782324
0.106000	22.964791	25.578757	23.455383
0.106500	22.964791	25.578757	23.128346
0.107000	23.618865	25.905062	23.291876
0.107500	23.618865	25.252353	23.291876
0.108000	23.455383	25.741921	22.964791
0.108500	23.128346	24.925851	23.455383
0.109000	23.291876	25.578757	22.964791
0.109500	23.128346	25.415567	23.618865
0.110000	23.291876	25.415567	23.128346
0.110500	23.291876	25.578757	23.128346
0.111000	23.782324	25.741921	22.637610
0.111500	23.945758	25.415567	22.801212
0.112000	23.128346	25.089114	23.291876
0.112500	22.473984	25.089114	23.618865
0.113000	23.618865	25.905062	23.291876
0.113500	23.618865	25.741921	22.801212
0.114000	23.618865	25.252353	23.291876
0.114500	23.455383	24.925851	23.455383
0.115000	23.618865	24.925851	22.637610
0.115500	22.801212	25.741921	23.128346
0.116000	22.964791	25.089114	22.964791
0.116500	23.455383	24.925851	23.618865
0.117000	23.291876	25.252353	22.637610
0.117500	23.945758	25.252353	23.455383
0.118000	23.291876	26.068177	23.291876
0.118500	23.128346	25.252353	22.964791
0.119000	23.128346	25.415567	22.964791
0.119500	23.128346	26.068177	23.782324
0.120000	23.618865	25.741921	23.455383
